timestamp_ms,frame,left_ear,left_ear_smooth,left_state,right_ear,right_ear_smooth,right_state,avg_ear,avg_ear_smooth,blink_count,left_winks,right_winks,threshold
335695253,82,0.293,0.329,OPEN,0.265,0.279,OPEN,0.279,0.304,2,0,0,0.21
335695296,83,0.017,0.264,OPEN,0.031,0.228,OPEN,0.024,0.246,2,0,0,0.21
335695339,84,0.017,0.2,CLOSED,0.021,0.176,CLOSED,0.019,0.188,2,0,0,0.21
335695382,85,0.051,0.141,CLOSED,0.079,0.137,CLOSED,0.065,0.139,2,0,0,0.21
335695425,86,0.162,0.108,CLOSED,0.154,0.11,CLOSED,0.158,0.109,2,0,0,0.21
335695468,87,0.242,0.098,CLOSED,0.214,0.1,CLOSED,0.228,0.099,2,0,0,0.21
335695512,88,0.276,0.15,CLOSED,0.237,0.141,CLOSED,0.257,0.145,2,0,0,0.21
335695555,89,0.31,0.208,CLOSED,0.273,0.191,CLOSED,0.291,0.2,2,0,0,0.21
335695598,90,0.31,0.26,OPEN,0.272,0.23,OPEN,0.291,0.245,3,0,0,0.21
335695642,91,0.31,0.29,OPEN,0.272,0.254,OPEN,0.291,0.272,3,0,0,0.21
335695685,92,0.311,0.303,OPEN,0.272,0.265,OPEN,0.291,0.284,3,0,0,0.21
335695727,93,0.311,0.31,OPEN,0.272,0.272,OPEN,0.291,0.291,3,0,0,0.21
335695772,94,0.31,0.31,OPEN,0.272,0.272,OPEN,0.291,0.291,3,0,0,0.21
335695815,95,0.31,0.31,OPEN,0.272,0.272,OPEN,0.291,0.291,3,0,0,0.21
335695858,96,0.312,0.311,OPEN,0.272,0.272,OPEN,0.292,0.291,3,0,0,0.21
335695901,97,0.329,0.314,OPEN,0.287,0.275,OPEN,0.308,0.294,3,0,0,0.21
335695945,98,0.328,0.318,OPEN,0.287,0.278,OPEN,0.307,0.298,3,0,0,0.21
335695988,99,0.328,0.321,OPEN,0.279,0.279,OPEN,0.303,0.3,3,0,0,0.21
335696031,100,0.086,0.277,OPEN,0.067,0.238,OPEN,0.076,0.258,3,0,0,0.21
335696074,101,0.023,0.219,OPEN,0.036,0.191,CLOSED,0.029,0.205,3,0,0,0.21
335696118,102,0.088,0.171,CLOSED,0.064,0.147,CLOSED,0.076,0.159,3,0,0,0.21
335696161,103,0.171,0.139,CLOSED,0.141,0.117,CLOSED,0.156,0.128,3,0,0,0.21
335696204,104,0.241,0.122,CLOSED,0.228,0.107,CLOSED,0.234,0.114,3,0,0,0.21
335696247,105,0.31,0.167,CLOSED,0.258,0.145,CLOSED,0.284,0.156,3,0,0,0.21
335696290,106,0.311,0.224,OPEN,0.287,0.196,CLOSED,0.299,0.21,3,0,0,0.21
335696334,107,0.329,0.272,OPEN,0.287,0.24,OPEN,0.308,0.256,4,0,0,0.21
335696377,108,0.329,0.304,OPEN,0.287,0.269,OPEN,0.308,0.286,4,0,0,0.21
335696420,109,0.329,0.322,OPEN,0.287,0.281,OPEN,0.308,0.301,4,0,0,0.21
335696464,110,0.329,0.325,OPEN,0.287,0.287,OPEN,0.308,0.306,4,0,0,0.21
335696507,111,0.329,0.329,OPEN,0.287,0.287,OPEN,0.308,0.308,4,0,0,0.21
335696550,112,0.329,0.329,OPEN,0.287,0.287,OPEN,0.308,0.308,4,0,0,0.21
335696593,113,0.329,0.329,OPEN,0.287,0.287,OPEN,0.308,0.308,4,0,0,0.21
335696637,114,0.329,0.329,OPEN,0.287,0.287,OPEN,0.308,0.308,4,0,0,0.21
335696680,115,0.329,0.329,OPEN,0.287,0.287,OPEN,0.308,0.308,4,0,0,0.21
335696723,116,0.329,0.329,OPEN,0.286,0.287,OPEN,0.307,0.308,4,0,0,0.21
335696766,117,0.329,0.329,OPEN,0.287,0.287,OPEN,0.308,0.308,4,0,0,0.21
335696810,118,0.329,0.329,OPEN,0.287,0.287,OPEN,0.308,0.308,4,0,0,0.21
335696853,119,0.329,0.329,OPEN,0.278,0.285,OPEN,0.303,0.307,4,0,0,0.21
335696896,120,0.329,0.329,OPEN,0.278,0.283,OPEN,0.303,0.306,4,0,0,0.21
335696940,121,0.232,0.31,OPEN,0.235,0.273,OPEN,0.233,0.291,4,0,0,0.21
335696983,122,0.058,0.255,OPEN,0.048,0.225,OPEN,0.053,0.24,4,0,0,0.21
335697026,123,0.109,0.211,OPEN,0.11,0.19,CLOSED,0.11,0.201,4,0,0,0.21
335697069,124,0.146,0.175,CLOSED,0.168,0.168,CLOSED,0.157,0.171,4,0,0,0.21
335697112,125,0.224,0.154,CLOSED,0.229,0.158,CLOSED,0.227,0.156,4,0,0,0.21
335697156,126,0.277,0.163,CLOSED,0.257,0.162,CLOSED,0.267,0.163,4,0,0,0.21
335697199,127,0.31,0.213,OPEN,0.287,0.21,OPEN,0.298,0.211,5,0,0,0.21
335697242,128,0.31,0.253,OPEN,0.286,0.245,OPEN,0.298,0.249,5,0,0,0.21
335697285,129,0.311,0.286,OPEN,0.316,0.275,OPEN,0.314,0.28,5,0,0,0.21
335697328,130,0.346,0.311,OPEN,0.317,0.293,OPEN,0.332,0.302,5,0,0,0.21
335697371,131,0.346,0.325,OPEN,0.317,0.305,OPEN,0.332,0.315,5,0,0,0.21
335697415,132,0.346,0.332,OPEN,0.317,0.311,OPEN,0.332,0.322,5,0,0,0.21
335697458,133,0.196,0.309,OPEN,0.204,0.294,OPEN,0.2,0.301,5,0,0,0.21
335697502,134,0.034,0.254,OPEN,0.037,0.238,OPEN,0.036,0.246,5,0,0,0.21
335697544,135,0.034,0.191,CLOSED,0.059,0.187,CLOSED,0.046,0.189,5,0,0,0.21
335697588,136,0.088,0.14,CLOSED,0.112,0.146,CLOSED,0.1,0.143,5,0,0,0.21
335697631,137,0.213,0.113,CLOSED,0.219,0.126,CLOSED,0.216,0.119,5,0,0,0.21
335697675,138,0.285,0.131,CLOSED,0.281,0.142,CLOSED,0.283,0.137,5,0,0,0.21
335697718,139,0.303,0.185,CLOSED,0.282,0.191,CLOSED,0.292,0.188,5,0,0,0.21
335697761,140,0.321,0.242,OPEN,0.303,0.239,OPEN,0.312,0.24,6,0,0,0.21
335697805,141,0.339,0.292,OPEN,0.287,0.274,OPEN,0.313,0.283,6,0,0,0.21
335697848,142,0.34,0.318,OPEN,0.287,0.288,OPEN,0.314,0.303,6,0,0,0.21
335697891,143,0.329,0.326,OPEN,0.287,0.289,OPEN,0.308,0.307,6,0,0,0.21
335697934,144,0.329,0.332,OPEN,0.287,0.29,OPEN,0.308,0.311,6,0,0,0.21
335697978,145,0.304,0.328,OPEN,0.257,0.281,OPEN,0.28,0.304,6,0,0,0.21
335698021,146,0.051,0.271,OPEN,0.059,0.235,OPEN,0.055,0.253,6,0,0,0.21
335698064,147,0.124,0.227,OPEN,0.108,0.2,CLOSED,0.116,0.214,6,0,0,0.21
335698107,148,0.16,0.194,CLOSED,0.153,0.173,CLOSED,0.157,0.183,6,0,0,0.21
335698151,149,0.249,0.178,CLOSED,0.212,0.158,CLOSED,0.23,0.168,6,0,0,0.21
335698194,150,0.286,0.174,CLOSED,0.272,0.161,CLOSED,0.279,0.167,6,0,0,0.21
335698237,151,0.321,0.228,OPEN,0.273,0.204,CLOSED,0.297,0.216,6,0,0,0.21
335698280,152,0.304,0.264,OPEN,0.28,0.238,OPEN,0.292,0.251,7,0,0,0.21
335698323,153,0.329,0.298,OPEN,0.279,0.263,OPEN,0.304,0.28,7,0,0,0.21
335698366,154,0.329,0.314,OPEN,0.279,0.277,OPEN,0.304,0.295,7,0,0,0.21
335698410,155,0.328,0.322,OPEN,0.278,0.278,OPEN,0.303,0.3,7,0,0,0.21
335698453,156,0.294,0.317,OPEN,0.287,0.281,OPEN,0.29,0.299,7,0,0,0.21
335698497,157,0.051,0.266,OPEN,0.044,0.233,OPEN,0.048,0.249,7,0,0,0.21
335698540,158,0.017,0.204,CLOSED,0.029,0.183,CLOSED,0.023,0.194,7,0,0,0.21
335698583,159,0.059,0.15,CLOSED,0.05,0.138,CLOSED,0.054,0.144,7,0,0,0.21
335698626,160,0.172,0.119,CLOSED,0.183,0.119,CLOSED,0.177,0.119,7,0,0,0.21
335698670,161,0.241,0.108,CLOSED,0.243,0.11,CLOSED,0.242,0.109,7,0,0,0.21
335698713,162,0.294,0.157,CLOSED,0.272,0.155,CLOSED,0.283,0.156,7,0,0,0.21
335698756,163,0.31,0.215,OPEN,0.302,0.21,OPEN,0.306,0.212,8,0,0,0.21
335698799,164,0.31,0.265,OPEN,0.287,0.257,OPEN,0.298,0.261,8,0,0,0.21
335698843,165,0.328,0.297,OPEN,0.278,0.276,OPEN,0.303,0.286,8,0,0,0.21
335698886,166,0.328,0.314,OPEN,0.293,0.286,OPEN,0.31,0.3,8,0,0,0.21
335698929,167,0.327,0.321,OPEN,0.294,0.291,OPEN,0.31,0.306,8,0,0,0.21
335698973,168,0.327,0.324,OPEN,0.287,0.288,OPEN,0.307,0.306,8,0,0,0.21
335699016,169,0.103,0.283,OPEN,0.096,0.25,OPEN,0.1,0.266,8,0,0,0.21
335699059,170,0.086,0.234,OPEN,0.067,0.207,CLOSED,0.076,0.221,8,0,0,0.21
335699102,171,0.103,0.189,CLOSED,0.082,0.165,CLOSED,0.092,0.177,8,0,0,0.21
335699145,172,0.189,0.162,CLOSED,0.169,0.14,CLOSED,0.179,0.151,8,0,0,0.21
335699188,173,0.26,0.148,CLOSED,0.229,0.129,CLOSED,0.244,0.139,8,0,0,0.21
335699232,174,0.293,0.186,CLOSED,0.258,0.161,CLOSED,0.275,0.173,8,0,0,0.21
335699275,175,0.31,0.231,OPEN,0.287,0.205,CLOSED,0.298,0.218,8,0,0,0.21
335699318,176,0.31,0.272,OPEN,0.286,0.246,OPEN,0.298,0.259,9,0,0,0.21
335699362,177,0.328,0.3,OPEN,0.287,0.269,OPEN,0.307,0.284,9,0,0,0.21
335699405,178,0.328,0.314,OPEN,0.287,0.281,OPEN,0.307,0.297,9,0,0,0.21
335699448,179,0.329,0.321,OPEN,0.286,0.287,OPEN,0.307,0.304,9,0,0,0.21
335699491,180,0.12,0.283,OPEN,0.108,0.251,OPEN,0.114,0.267,9,0,0,0.21
335699535,181,0.023,0.226,OPEN,0.015,0.197,CLOSED,0.019,0.212,9,0,0,0.21
335699578,182,0.023,0.165,CLOSED,0.021,0.143,CLOSED,0.022,0.154,9,0,0,0.21
335699621,183,0.068,0.113,CLOSED,0.096,0.105,CLOSED,0.082,0.109,9,0,0,0.21
335699664,184,0.206,0.088,CLOSED,0.198,0.088,CLOSED,0.202,0.088,9,0,0,0.21
335699707,185,0.277,0.119,CLOSED,0.257,0.117,CLOSED,0.267,0.118,9,0,0,0.21
335699751,186,0.311,0.177,CLOSED,0.287,0.172,CLOSED,0.299,0.174,9,0,0,0.21
335699794,187,0.311,0.235,OPEN,0.296,0.227,OPEN,0.303,0.231,10,0,0,0.21
335699838,188,0.346,0.29,OPEN,0.287,0.265,OPEN,0.317,0.277,10,0,0,0.21
335699881,189,0.346,0.318,OPEN,0.287,0.283,OPEN,0.317,0.3,10,0,0,0.21
335699924,190,0.346,0.332,OPEN,0.287,0.289,OPEN,0.317,0.31,10,0,0,0.21
335699967,191,0.346,0.339,OPEN,0.302,0.292,OPEN,0.324,0.316,10,0,0,0.21
335700010,192,0.346,0.346,OPEN,0.302,0.293,OPEN,0.324,0.32,10,0,0,0.21
335700054,193,0.346,0.346,OPEN,0.302,0.296,OPEN,0.324,0.321,10,0,0,0.21
335700097,194,0.345,0.346,OPEN,0.302,0.299,OPEN,0.324,0.323,10,0,0,0.21
335700140,195,0.345,0.346,OPEN,0.302,0.302,OPEN,0.324,0.324,10,0,0,0.21
335700184,196,0.345,0.345,OPEN,0.302,0.302,OPEN,0.324,0.324,10,0,0,0.21
335700227,197,0.345,0.345,OPEN,0.317,0.305,OPEN,0.331,0.325,10,0,0,0.21
335700270,198,0.318,0.34,OPEN,0.287,0.302,OPEN,0.302,0.321,10,0,0,0.21
335700313,199,0.328,0.336,OPEN,0.315,0.305,OPEN,0.322,0.321,10,0,0,0.21
335700357,200,0.34,0.335,OPEN,0.3,0.304,OPEN,0.32,0.32,10,0,0,0.21
335700399,201,0.358,0.338,OPEN,0.312,0.306,OPEN,0.335,0.322,10,0,0,0.21
335700443,202,0.354,0.34,OPEN,0.297,0.302,OPEN,0.326,0.321,10,0,0,0.21
335700486,203,0.339,0.344,OPEN,0.285,0.302,OPEN,0.312,0.323,10,0,0,0.21
335700530,204,0.344,0.347,OPEN,0.295,0.298,OPEN,0.32,0.323,10,0,0,0.21
335700573,205,0.341,0.347,OPEN,0.294,0.297,OPEN,0.318,0.322,10,0,0,0.21
335700616,206,0.335,0.343,OPEN,0.286,0.291,OPEN,0.31,0.317,10,0,0,0.21
335700659,207,0.335,0.339,OPEN,0.316,0.295,OPEN,0.326,0.317,10,0,0,0.21
335700703,208,0.281,0.327,OPEN,0.214,0.281,OPEN,0.247,0.304,10,0,0,0.21
335700745,209,0.227,0.304,OPEN,0.138,0.25,OPEN,0.182,0.277,10,0,0,0.21
335700790,210,0.159,0.267,OPEN,0.091,0.209,CLOSED,0.125,0.238,10,0,0,0.21
335700832,211,0.113,0.223,OPEN,0.073,0.166,CLOSED,0.093,0.195,10,0,1,0.21
335700876,212,0.033,0.163,CLOSED,0.015,0.106,CLOSED,0.024,0.135,10,0,1,0.21
335700919,213,0.073,0.121,CLOSED,0.048,0.073,CLOSED,0.06,0.097,10,0,1,0.21
335700962,214,0.147,0.105,CLOSED,0.1,0.065,CLOSED,0.123,0.085,10,0,1,0.21
335701006,215,0.252,0.124,CLOSED,0.111,0.069,CLOSED,0.181,0.097,10,0,1,0.21
335701049,216,0.28,0.157,CLOSED,0.164,0.088,CLOSED,0.222,0.122,10,0,1,0.21
335701092,217,0.305,0.211,OPEN,0.193,0.123,CLOSED,0.249,0.167,10,0,1,0.21
335701135,218,0.338,0.264,OPEN,0.224,0.158,CLOSED,0.281,0.211,10,0,1,0.21
335701178,219,0.31,0.297,OPEN,0.263,0.191,CLOSED,0.286,0.244,10,0,1,0.21
335701222,220,0.357,0.318,OPEN,0.276,0.224,OPEN,0.317,0.271,11,0,1,0.21
335701265,221,0.367,0.335,OPEN,0.319,0.255,OPEN,0.343,0.295,11,0,1,0.21
335701308,222,0.405,0.355,OPEN,0.32,0.28,OPEN,0.363,0.318,11,0,1,0.21
335701351,223,0.408,0.369,OPEN,0.309,0.297,OPEN,0.358,0.333,11,0,1,0.21
335701394,224,0.307,0.369,OPEN,0.24,0.293,OPEN,0.273,0.331,11,0,1,0.21
335701438,225,0.14,0.325,OPEN,0.119,0.261,OPEN,0.13,0.293,11,0,1,0.21
335701481,226,0.02,0.256,OPEN,0.066,0.211,OPEN,0.043,0.233,11,0,1,0.21
335701524,227,0.046,0.184,CLOSED,0.052,0.157,CLOSED,0.049,0.17,11,0,1,0.21
335701568,228,0.122,0.127,CLOSED,0.118,0.119,CLOSED,0.12,0.123,11,0,1,0.21
335701611,229,0.21,0.108,CLOSED,0.187,0.108,CLOSED,0.199,0.108,11,0,1,0.21
335701654,230,0.184,0.116,CLOSED,0.211,0.127,CLOSED,0.198,0.121,11,0,1,0.21
335701697,231,0.263,0.165,CLOSED,0.253,0.164,CLOSED,0.258,0.165,11,0,1,0.21
335701741,232,0.346,0.225,OPEN,0.304,0.215,OPEN,0.325,0.22,12,0,1,0.21
335701784,233,0.309,0.262,OPEN,0.263,0.244,OPEN,0.286,0.253,12,0,1,0.21
335701827,234,0.134,0.247,OPEN,0.086,0.223,OPEN,0.11,0.235,12,0,1,0.21
335701870,235,0.0,0.21,OPEN,0.016,0.184,CLOSED,0.008,0.197,12,0,1,0.21
335701913,236,0.187,0.195,CLOSED,0.146,0.163,CLOSED,0.166,0.179,12,0,1,0.21
335701957,237,0.25,0.176,CLOSED,0.234,0.149,CLOSED,0.242,0.162,12,0,1,0.21
335702000,238,0.296,0.173,CLOSED,0.255,0.147,CLOSED,0.275,0.16,12,0,1,0.21
335702043,239,0.287,0.204,CLOSED,0.279,0.186,CLOSED,0.283,0.195,12,0,1,0.21
335702086,240,0.294,0.263,OPEN,0.278,0.238,OPEN,0.286,0.251,13,0,1,0.21
335702129,241,0.329,0.291,OPEN,0.27,0.263,OPEN,0.299,0.277,13,0,1,0.21
335702173,242,0.312,0.304,OPEN,0.27,0.27,OPEN,0.291,0.287,13,0,1,0.21
335702216,243,0.316,0.308,OPEN,0.287,0.277,OPEN,0.301,0.292,13,0,1,0.21
335702259,244,0.327,0.316,OPEN,0.27,0.275,OPEN,0.298,0.295,13,0,1,0.21
335702303,245,0.317,0.32,OPEN,0.263,0.272,OPEN,0.29,0.296,13,0,1,0.21
335702346,246,0.334,0.321,OPEN,0.285,0.275,OPEN,0.309,0.298,13,0,1,0.21
335702390,247,0.322,0.323,OPEN,0.277,0.276,OPEN,0.299,0.299,13,0,1,0.21
335702433,248,0.323,0.325,OPEN,0.275,0.274,OPEN,0.299,0.299,13,0,1,0.21
335702476,249,0.306,0.32,OPEN,0.275,0.275,OPEN,0.29,0.297,13,0,1,0.21
335702519,250,0.322,0.321,OPEN,0.283,0.279,OPEN,0.302,0.3,13,0,1,0.21
335702562,251,0.306,0.316,OPEN,0.277,0.277,OPEN,0.291,0.296,13,0,1,0.21
335702605,252,0.323,0.316,OPEN,0.289,0.28,OPEN,0.306,0.298,13,0,1,0.21
335702649,253,0.339,0.319,OPEN,0.289,0.283,OPEN,0.314,0.301,13,0,1,0.21
335702692,254,0.339,0.326,OPEN,0.289,0.285,OPEN,0.314,0.305,13,0,1,0.21
335702736,255,0.334,0.328,OPEN,0.29,0.287,OPEN,0.312,0.307,13,0,1,0.21
335702779,256,0.339,0.335,OPEN,0.281,0.288,OPEN,0.31,0.311,13,0,1,0.21
335702821,257,0.339,0.338,OPEN,0.289,0.288,OPEN,0.314,0.313,13,0,1,0.21
335702865,258,0.34,0.338,OPEN,0.289,0.288,OPEN,0.315,0.313,13,0,1,0.21
335702908,259,0.318,0.334,OPEN,0.275,0.285,OPEN,0.296,0.309,13,0,1,0.21
335702951,260,0.324,0.332,OPEN,0.289,0.285,OPEN,0.306,0.308,13,0,1,0.21
335702995,261,0.308,0.326,OPEN,0.29,0.286,OPEN,0.299,0.306,13,0,1,0.21
335703038,262,0.339,0.326,OPEN,0.284,0.285,OPEN,0.311,0.305,13,0,1,0.21
335703082,263,0.335,0.325,OPEN,0.298,0.287,OPEN,0.317,0.306,13,0,1,0.21
335703124,264,0.317,0.325,OPEN,0.284,0.289,OPEN,0.3,0.307,13,0,1,0.21
335703167,265,0.316,0.323,OPEN,0.27,0.285,OPEN,0.293,0.304,13,0,1,0.21
335703211,266,0.213,0.304,OPEN,0.228,0.273,OPEN,0.221,0.288,13,0,1,0.21
335703255,267,0.033,0.243,OPEN,0.014,0.219,OPEN,0.024,0.231,13,0,1,0.21
335703297,268,0.053,0.186,CLOSED,0.071,0.173,CLOSED,0.062,0.179,13,0,1,0.21
335703341,269,0.206,0.164,CLOSED,0.199,0.156,CLOSED,0.203,0.16,13,0,1,0.21
335703384,270,0.258,0.153,CLOSED,0.228,0.148,CLOSED,0.243,0.15,13,0,1,0.21
335703428,271,0.258,0.162,CLOSED,0.25,0.152,CLOSED,0.254,0.157,13,0,1,0.21
335703470,272,0.284,0.212,OPEN,0.249,0.199,CLOSED,0.266,0.206,13,0,1,0.21
